expression,meaning,example,domain
abs±dre,ambivalent state of both abstract and dreaming,abs±dre = paradoxical mixture of abstract and dreaming,cognitive
rem±ima,ambivalent state of both remembering and imagining,rem±ima = paradoxical mixture of remembering and imagining,cognitive
rem±dre,ambivalent state of both remembering and dreaming,rem±dre = paradoxical mixture of remembering and dreaming,cognitive
rem±for,ambivalent state of both remembering and forget,rem±for = paradoxical mixture of remembering and forget,cognitive
ima±dre,ambivalent state of both imagining and dreaming,ima±dre = paradoxical mixture of imagining and dreaming,cognitive
ima±for,ambivalent state of both imagining and forget,ima±for = paradoxical mixture of imagining and forget,cognitive
ima±rec,ambivalent state of both imagining and recall,ima±rec = paradoxical mixture of imagining and recall,cognitive
dre±for,ambivalent state of both dreaming and forget,dre±for = paradoxical mixture of dreaming and forget,cognitive
dre±rec,ambivalent state of both dreaming and recall,dre±rec = paradoxical mixture of dreaming and recall,cognitive
dre±ang,ambivalent state of both dreaming and anger,dre±ang = paradoxical mixture of dreaming and anger,cognitive
for±rec,ambivalent state of both forget and recall,for±rec = paradoxical mixture of forget and recall,cognitive
for±ang,ambivalent state of both forget and anger,for±ang = paradoxical mixture of forget and anger,cognitive
for±joy,ambivalent state of both forget and joy,for±joy = paradoxical mixture of forget and joy,cognitive
rec±ang,ambivalent state of both recall and anger,rec±ang = paradoxical mixture of recall and anger,cognitive
rec±joy,ambivalent state of both recall and joy,rec±joy = paradoxical mixture of recall and joy,cognitive
rec±sad,ambivalent state of both recall and sadness,rec±sad = paradoxical mixture of recall and sadness,cognitive
ang±joy,ambivalent state of both anger and joy,ang±joy = paradoxical mixture of anger and joy,cognitive
ang±sad,ambivalent state of both anger and sadness,ang±sad = paradoxical mixture of anger and sadness,cognitive
ang±fea,ambivalent state of both anger and fear,ang±fea = paradoxical mixture of anger and fear,cognitive
joy±sad,ambivalent state of both joy and sadness,joy±sad = paradoxical mixture of joy and sadness,cognitive
joy±fea,ambivalent state of both joy and fear,joy±fea = paradoxical mixture of joy and fear,cognitive
joy±des,ambivalent state of both joy and desire,joy±des = paradoxical mixture of joy and desire,cognitive
sad±fea,ambivalent state of both sadness and fear,sad±fea = paradoxical mixture of sadness and fear,cognitive
sad±des,ambivalent state of both sadness and desire,sad±des = paradoxical mixture of sadness and desire,cognitive
sad±hop,ambivalent state of both sadness and hope,sad±hop = paradoxical mixture of sadness and hope,cognitive
fea±des,ambivalent state of both fear and desire,fea±des = paradoxical mixture of fear and desire,cognitive
fea±hop,ambivalent state of both fear and hope,fea±hop = paradoxical mixture of fear and hope,cognitive
fea±cou,ambivalent state of both fear and courage,fea±cou = paradoxical mixture of fear and courage,cognitive
des±hop,ambivalent state of both desire and hope,des±hop = paradoxical mixture of desire and hope,cognitive
des±cou,ambivalent state of both desire and courage,des±cou = paradoxical mixture of desire and courage,cognitive
des±cow,ambivalent state of both desire and coward,des±cow = paradoxical mixture of desire and coward,cognitive
hop±cou,ambivalent state of both hope and courage,hop±cou = paradoxical mixture of hope and courage,cognitive
hop±cow,ambivalent state of both hope and coward,hop±cow = paradoxical mixture of hope and coward,cognitive
hop±lov,ambivalent state of both hope and love,hop±lov = paradoxical mixture of hope and love,cognitive
cou±cow,ambivalent state of both courage and coward,cou±cow = paradoxical mixture of courage and coward,cognitive
cou±lov,ambivalent state of both courage and love,cou±lov = paradoxical mixture of courage and love,cognitive
cou±hat,ambivalent state of both courage and hate,cou±hat = paradoxical mixture of courage and hate,cognitive
cow±lov,ambivalent state of both coward and love,cow±lov = paradoxical mixture of coward and love,cognitive
cow±hat,ambivalent state of both coward and hate,cow±hat = paradoxical mixture of coward and hate,cognitive
cow±pri,ambivalent state of both coward and pride,cow±pri = paradoxical mixture of coward and pride,cognitive
lov±hat,ambivalent state of both love and hate,lov±hat = paradoxical mixture of love and hate,cognitive
lov±pri,ambivalent state of both love and pride,lov±pri = paradoxical mixture of love and pride,cognitive
lov±sha,ambivalent state of both love and shame,lov±sha = paradoxical mixture of love and shame,cognitive
hat±pri,ambivalent state of both hate and pride,hat±pri = paradoxical mixture of hate and pride,cognitive
hat±sha,ambivalent state of both hate and shame,hat±sha = paradoxical mixture of hate and shame,cognitive
hat±bor,ambivalent state of both hate and bored,hat±bor = paradoxical mixture of hate and bored,cognitive
pri±sha,ambivalent state of both pride and shame,pri±sha = paradoxical mixture of pride and shame,cognitive
pri±bor,ambivalent state of both pride and bored,pri±bor = paradoxical mixture of pride and bored,cognitive
pri±exc,ambivalent state of both pride and excitement,pri±exc = paradoxical mixture of pride and excitement,cognitive
sha±bor,ambivalent state of both shame and bored,sha±bor = paradoxical mixture of shame and bored,cognitive
sha±exc,ambivalent state of both shame and excitement,sha±exc = paradoxical mixture of shame and excitement,cognitive
sha±anx,ambivalent state of both shame and anxious,sha±anx = paradoxical mixture of shame and anxious,cognitive
bor±exc,ambivalent state of both bored and excitement,bor±exc = paradoxical mixture of bored and excitement,cognitive
bor±anx,ambivalent state of both bored and anxious,bor±anx = paradoxical mixture of bored and anxious,cognitive
bor±cal,ambivalent state of both bored and calm,bor±cal = paradoxical mixture of bored and calm,cognitive
exc±anx,ambivalent state of both excitement and anxious,exc±anx = paradoxical mixture of excitement and anxious,cognitive
exc±cal,ambivalent state of both excitement and calm,exc±cal = paradoxical mixture of excitement and calm,cognitive
exc±cur,ambivalent state of both excitement and curious,exc±cur = paradoxical mixture of excitement and curious,cognitive
anx±cal,ambivalent state of both anxious and calm,anx±cal = paradoxical mixture of anxious and calm,cognitive
anx±cur,ambivalent state of both anxious and curious,anx±cur = paradoxical mixture of anxious and curious,cognitive
anx±cre,ambivalent state of both anxious and creative,anx±cre = paradoxical mixture of anxious and creative,cognitive
cal±cur,ambivalent state of both calm and curious,cal±cur = paradoxical mixture of calm and curious,cognitive
cal±cre,ambivalent state of both calm and creative,cal±cre = paradoxical mixture of calm and creative,cognitive
cal±pra,ambivalent state of both calm and practical,cal±pra = paradoxical mixture of calm and practical,cognitive
cur±cre,ambivalent state of both curious and creative,cur±cre = paradoxical mixture of curious and creative,cognitive
cur±pra,ambivalent state of both curious and practical,cur±pra = paradoxical mixture of curious and practical,cognitive
cur±log,ambivalent state of both curious and logical,cur±log = paradoxical mixture of curious and logical,cognitive
cre±pra,ambivalent state of both creative and practical,cre±pra = paradoxical mixture of creative and practical,cognitive
cre±log,ambivalent state of both creative and logical,cre±log = paradoxical mixture of creative and logical,cognitive
cre±ilg,ambivalent state of both creative and illogical,cre±ilg = paradoxical mixture of creative and illogical,cognitive
pra±log,ambivalent state of both practical and logical,pra±log = paradoxical mixture of practical and logical,cognitive
pra±ilg,ambivalent state of both practical and illogical,pra±ilg = paradoxical mixture of practical and illogical,cognitive
pra±val,ambivalent state of both practical and valid,pra±val = paradoxical mixture of practical and valid,cognitive
log±ilg,ambivalent state of both logical and illogical,log±ilg = paradoxical mixture of logical and illogical,cognitive
log±val,ambivalent state of both logical and valid,log±val = paradoxical mixture of logical and valid,cognitive
log±fal,ambivalent state of both logical and false,log±fal = paradoxical mixture of logical and false,cognitive
ilg±val,ambivalent state of both illogical and valid,ilg±val = paradoxical mixture of illogical and valid,cognitive
ilg±fal,ambivalent state of both illogical and false,ilg±fal = paradoxical mixture of illogical and false,cognitive
ilg±tru,ambivalent state of both illogical and true,ilg±tru = paradoxical mixture of illogical and true,cognitive
val±fal,ambivalent state of both valid and false,val±fal = paradoxical mixture of valid and false,cognitive
val±tru,ambivalent state of both valid and true,val±tru = paradoxical mixture of valid and true,cognitive
val±par,ambivalent state of both valid and paradoxical,val±par = paradoxical mixture of valid and paradoxical,cognitive
fal±tru,ambivalent state of both false and true,fal±tru = paradoxical mixture of false and true,cognitive
fal±par,ambivalent state of both false and paradoxical,fal±par = paradoxical mixture of false and paradoxical,cognitive
fal±jus,ambivalent state of both false and justified,fal±jus = paradoxical mixture of false and justified,cognitive
tru±par,ambivalent state of both true and paradoxical,tru±par = paradoxical mixture of true and paradoxical,cognitive
tru±jus,ambivalent state of both true and justified,tru±jus = paradoxical mixture of true and justified,cognitive
tru±int,ambivalent state of both true and intuition,tru±int = paradoxical mixture of true and intuition,cognitive
par±jus,ambivalent state of both paradoxical and justified,par±jus = paradoxical mixture of paradoxical and justified,cognitive
par±int,ambivalent state of both paradoxical and intuition,par±int = paradoxical mixture of paradoxical and intuition,cognitive
par±aim,ambivalent state of both paradoxical and aim,par±aim = paradoxical mixture of paradoxical and aim,cognitive
jus±int,ambivalent state of both justified and intuition,jus±int = paradoxical mixture of justified and intuition,cognitive
jus±aim,ambivalent state of both justified and aim,jus±aim = paradoxical mixture of justified and aim,cognitive
jus±pur,ambivalent state of both justified and purpose,jus±pur = paradoxical mixture of justified and purpose,cognitive
int±aim,ambivalent state of both intuition and aim,int±aim = paradoxical mixture of intuition and aim,cognitive
int±pur,ambivalent state of both intuition and purpose,int±pur = paradoxical mixture of intuition and purpose,cognitive
int±puz,ambivalent state of both intuition and puzzle,int±puz = paradoxical mixture of intuition and puzzle,cognitive
aim±pur,ambivalent state of both aim and purpose,aim±pur = paradoxical mixture of aim and purpose,cognitive
aim±puz,ambivalent state of both aim and puzzle,aim±puz = paradoxical mixture of aim and puzzle,cognitive
aim±wis,ambivalent state of both aim and wise,aim±wis = paradoxical mixture of aim and wise,cognitive
pur±puz,ambivalent state of both purpose and puzzle,pur±puz = paradoxical mixture of purpose and puzzle,cognitive
pur±wis,ambivalent state of both purpose and wise,pur±wis = paradoxical mixture of purpose and wise,cognitive
pur±ign,ambivalent state of both purpose and ignorant,pur±ign = paradoxical mixture of purpose and ignorant,cognitive
puz±wis,ambivalent state of both puzzle and wise,puz±wis = paradoxical mixture of puzzle and wise,cognitive
puz±ign,ambivalent state of both puzzle and ignorant,puz±ign = paradoxical mixture of puzzle and ignorant,cognitive
wis±ign,ambivalent state of both wise and ignorant,wis±ign = paradoxical mixture of wise and ignorant,cognitive
~kno,"approaching knowing, feels like knowing, quasi-knowing","~kno = on the edge of knowing, nearly knowing",cognitive
~und,"approaching understanding, feels like understanding, quasi-understanding","~und = on the edge of understanding, nearly understanding",cognitive
~thi,"approaching thinking, feels like thinking, quasi-thinking","~thi = on the edge of thinking, nearly thinking",cognitive
~rea,"approaching reasoning, feels like reasoning, quasi-reasoning","~rea = on the edge of reasoning, nearly reasoning",cognitive
~ana,"approaching analyzing, feels like analyzing, quasi-analyzing","~ana = on the edge of analyzing, nearly analyzing",cognitive
~syn,"approaching synthesizing, feels like synthesizing, quasi-synthesizing","~syn = on the edge of synthesizing, nearly synthesizing",cognitive
~ded,"approaching deducing, feels like deducing, quasi-deducing","~ded = on the edge of deducing, nearly deducing",cognitive
~ind,"approaching inducing, feels like inducing, quasi-inducing","~ind = on the edge of inducing, nearly inducing",cognitive
~abd,"approaching abducting, feels like abducting, quasi-abducting","~abd = on the edge of abducting, nearly abducting",cognitive
~hyp,"approaching hypothesizing, feels like hypothesizing, quasi-hypothesizing","~hyp = on the edge of hypothesizing, nearly hypothesizing",cognitive
~crt,"approaching certain, feels like certain, quasi-certain","~crt = on the edge of certain, nearly certain",cognitive
~prb,"approaching probable, feels like probable, quasi-probable","~prb = on the edge of probable, nearly probable",cognitive
~sus,"approaching suspect, feels like suspect, quasi-suspect","~sus = on the edge of suspect, nearly suspect",cognitive
~dou,"approaching doubting, feels like doubting, quasi-doubting","~dou = on the edge of doubting, nearly doubting",cognitive
~dub,"approaching doubt, feels like doubt, quasi-doubt","~dub = on the edge of doubt, nearly doubt",cognitive
~gue,"approaching guess, feels like guess, quasi-guess","~gue = on the edge of guess, nearly guess",cognitive
~asu,"approaching assume, feels like assume, quasi-assume","~asu = on the edge of assume, nearly assume",cognitive
~evi,"approaching evidence, feels like evidence, quasi-evidence","~evi = on the edge of evidence, nearly evidence",cognitive
~bel,"approaching believing, feels like believing, quasi-believing","~bel = on the edge of believing, nearly believing",cognitive
~lik,"approaching likely, feels like likely, quasi-likely","~lik = on the edge of likely, nearly likely",cognitive
~foc,"approaching focus, feels like focus, quasi-focus","~foc = on the edge of focus, nearly focus",cognitive
~atn,"approaching attention, feels like attention, quasi-attention","~atn = on the edge of attention, nearly attention",cognitive
~con,"approaching concentrate, feels like concentrate, quasi-concentrate","~con = on the edge of concentrate, nearly concentrate",cognitive
~dis,"approaching distract, feels like distract, quasi-distract","~dis = on the edge of distract, nearly distract",cognitive
~obs,"approaching observe, feels like observe, quasi-observe","~obs = on the edge of observe, nearly observe",cognitive
~per,"approaching perceive, feels like perceive, quasi-perceive","~per = on the edge of perceive, nearly perceive",cognitive
~abl,"approaching able, feels like able, quasi-able","~abl = on the edge of able, nearly able",cognitive
~aud,"approaching hearing, feels like hearing, quasi-hearing","~aud = on the edge of hearing, nearly hearing",cognitive
~see,"approaching seeing, feels like seeing, quasi-seeing","~see = on the edge of seeing, nearly seeing",cognitive
~sme,"approaching smelling, feels like smelling, quasi-smelling","~sme = on the edge of smelling, nearly smelling",cognitive
~cle,"approaching clear, feels like clear, quasi-clear","~cle = on the edge of clear, nearly clear",cognitive
~dar,"approaching dark, feels like dark, quasi-dark","~dar = on the edge of dark, nearly dark",cognitive
~luc,"approaching lucid, feels like lucid, quasi-lucid","~luc = on the edge of lucid, nearly lucid",cognitive
~clo,"approaching cloudy, feels like cloudy, quasi-cloudy","~clo = on the edge of cloudy, nearly cloudy",cognitive
~ful,"approaching full, feels like full, quasi-full","~ful = on the edge of full, nearly full",cognitive
~emp,"approaching empty, feels like empty, quasi-empty","~emp = on the edge of empty, nearly empty",cognitive
~abs,"approaching abstract, feels like abstract, quasi-abstract","~abs = on the edge of abstract, nearly abstract",cognitive
~rem,"approaching remembering, feels like remembering, quasi-remembering","~rem = on the edge of remembering, nearly remembering",cognitive
~ima,"approaching imagining, feels like imagining, quasi-imagining","~ima = on the edge of imagining, nearly imagining",cognitive
~dre,"approaching dreaming, feels like dreaming, quasi-dreaming","~dre = on the edge of dreaming, nearly dreaming",cognitive
~for,"approaching forget, feels like forget, quasi-forget","~for = on the edge of forget, nearly forget",cognitive
~rec,"approaching recall, feels like recall, quasi-recall","~rec = on the edge of recall, nearly recall",cognitive
~ang,"approaching anger, feels like anger, quasi-anger","~ang = on the edge of anger, nearly anger",cognitive
~joy,"approaching joy, feels like joy, quasi-joy","~joy = on the edge of joy, nearly joy",cognitive
~sad,"approaching sadness, feels like sadness, quasi-sadness","~sad = on the edge of sadness, nearly sadness",cognitive
~fea,"approaching fear, feels like fear, quasi-fear","~fea = on the edge of fear, nearly fear",cognitive
~des,"approaching desire, feels like desire, quasi-desire","~des = on the edge of desire, nearly desire",cognitive
~hop,"approaching hope, feels like hope, quasi-hope","~hop = on the edge of hope, nearly hope",cognitive
~cou,"approaching courage, feels like courage, quasi-courage","~cou = on the edge of courage, nearly courage",cognitive
~cow,"approaching coward, feels like coward, quasi-coward","~cow = on the edge of coward, nearly coward",cognitive
~lov,"approaching love, feels like love, quasi-love","~lov = on the edge of love, nearly love",cognitive
~hat,"approaching hate, feels like hate, quasi-hate","~hat = on the edge of hate, nearly hate",cognitive
~pri,"approaching pride, feels like pride, quasi-pride","~pri = on the edge of pride, nearly pride",cognitive
~sha,"approaching shame, feels like shame, quasi-shame","~sha = on the edge of shame, nearly shame",cognitive
~bor,"approaching bored, feels like bored, quasi-bored","~bor = on the edge of bored, nearly bored",cognitive
~exc,"approaching excitement, feels like excitement, quasi-excitement","~exc = on the edge of excitement, nearly excitement",cognitive
~anx,"approaching anxious, feels like anxious, quasi-anxious","~anx = on the edge of anxious, nearly anxious",cognitive
~cal,"approaching calm, feels like calm, quasi-calm","~cal = on the edge of calm, nearly calm",cognitive
~cur,"approaching curious, feels like curious, quasi-curious","~cur = on the edge of curious, nearly curious",cognitive
~cre,"approaching creative, feels like creative, quasi-creative","~cre = on the edge of creative, nearly creative",cognitive
~pra,"approaching practical, feels like practical, quasi-practical","~pra = on the edge of practical, nearly practical",cognitive
~log,"approaching logical, feels like logical, quasi-logical","~log = on the edge of logical, nearly logical",cognitive
~ilg,"approaching illogical, feels like illogical, quasi-illogical","~ilg = on the edge of illogical, nearly illogical",cognitive
~val,"approaching valid, feels like valid, quasi-valid","~val = on the edge of valid, nearly valid",cognitive
~fal,"approaching false, feels like false, quasi-false","~fal = on the edge of false, nearly false",cognitive
~tru,"approaching true, feels like true, quasi-true","~tru = on the edge of true, nearly true",cognitive
~par,"approaching paradoxical, feels like paradoxical, quasi-paradoxical","~par = on the edge of paradoxical, nearly paradoxical",cognitive
~jus,"approaching justified, feels like justified, quasi-justified","~jus = on the edge of justified, nearly justified",cognitive
~int,"approaching intuition, feels like intuition, quasi-intuition","~int = on the edge of intuition, nearly intuition",cognitive
~aim,"approaching aim, feels like aim, quasi-aim","~aim = on the edge of aim, nearly aim",cognitive
~pur,"approaching purpose, feels like purpose, quasi-purpose","~pur = on the edge of purpose, nearly purpose",cognitive
~puz,"approaching puzzle, feels like puzzle, quasi-puzzle","~puz = on the edge of puzzle, nearly puzzle",cognitive
~wis,"approaching wise, feels like wise, quasi-wise","~wis = on the edge of wise, nearly wise",cognitive
~ign,"approaching ignorant, feels like ignorant, quasi-ignorant","~ign = on the edge of ignorant, nearly ignorant",cognitive
?kno,"uncertain knowing, possibly knowing","?kno = might be knowing, could be knowing",cognitive
!kno,"definitely knowing, certainly knowing","!kno = assuredly knowing, undoubtedly knowing",cognitive
?und,"uncertain understanding, possibly understanding","?und = might be understanding, could be understanding",cognitive
!und,"definitely understanding, certainly understanding","!und = assuredly understanding, undoubtedly understanding",cognitive
?thi,"uncertain thinking, possibly thinking","?thi = might be thinking, could be thinking",cognitive
!thi,"definitely thinking, certainly thinking","!thi = assuredly thinking, undoubtedly thinking",cognitive
?rea,"uncertain reasoning, possibly reasoning","?rea = might be reasoning, could be reasoning",cognitive
!rea,"definitely reasoning, certainly reasoning","!rea = assuredly reasoning, undoubtedly reasoning",cognitive
?ana,"uncertain analyzing, possibly analyzing","?ana = might be analyzing, could be analyzing",cognitive
!ana,"definitely analyzing, certainly analyzing","!ana = assuredly analyzing, undoubtedly analyzing",cognitive
?syn,"uncertain synthesizing, possibly synthesizing","?syn = might be synthesizing, could be synthesizing",cognitive
!syn,"definitely synthesizing, certainly synthesizing","!syn = assuredly synthesizing, undoubtedly synthesizing",cognitive
?ded,"uncertain deducing, possibly deducing","?ded = might be deducing, could be deducing",cognitive
!ded,"definitely deducing, certainly deducing","!ded = assuredly deducing, undoubtedly deducing",cognitive
?ind,"uncertain inducing, possibly inducing","?ind = might be inducing, could be inducing",cognitive
!ind,"definitely inducing, certainly inducing","!ind = assuredly inducing, undoubtedly inducing",cognitive
?abd,"uncertain abducting, possibly abducting","?abd = might be abducting, could be abducting",cognitive
!abd,"definitely abducting, certainly abducting","!abd = assuredly abducting, undoubtedly abducting",cognitive
?hyp,"uncertain hypothesizing, possibly hypothesizing","?hyp = might be hypothesizing, could be hypothesizing",cognitive
!hyp,"definitely hypothesizing, certainly hypothesizing","!hyp = assuredly hypothesizing, undoubtedly hypothesizing",cognitive
?crt,"uncertain certain, possibly certain","?crt = might be certain, could be certain",cognitive
!crt,"definitely certain, certainly certain","!crt = assuredly certain, undoubtedly certain",cognitive
?prb,"uncertain probable, possibly probable","?prb = might be probable, could be probable",cognitive
!prb,"definitely probable, certainly probable","!prb = assuredly probable, undoubtedly probable",cognitive
?sus,"uncertain suspect, possibly suspect","?sus = might be suspect, could be suspect",cognitive
!sus,"definitely suspect, certainly suspect","!sus = assuredly suspect, undoubtedly suspect",cognitive
?dou,"uncertain doubting, possibly doubting","?dou = might be doubting, could be doubting",cognitive
!dou,"definitely doubting, certainly doubting","!dou = assuredly doubting, undoubtedly doubting",cognitive
?dub,"uncertain doubt, possibly doubt","?dub = might be doubt, could be doubt",cognitive
!dub,"definitely doubt, certainly doubt","!dub = assuredly doubt, undoubtedly doubt",cognitive
?gue,"uncertain guess, possibly guess","?gue = might be guess, could be guess",cognitive
!gue,"definitely guess, certainly guess","!gue = assuredly guess, undoubtedly guess",cognitive
?asu,"uncertain assume, possibly assume","?asu = might be assume, could be assume",cognitive
!asu,"definitely assume, certainly assume","!asu = assuredly assume, undoubtedly assume",cognitive
?evi,"uncertain evidence, possibly evidence","?evi = might be evidence, could be evidence",cognitive
!evi,"definitely evidence, certainly evidence","!evi = assuredly evidence, undoubtedly evidence",cognitive
?bel,"uncertain believing, possibly believing","?bel = might be believing, could be believing",cognitive
!bel,"definitely believing, certainly believing","!bel = assuredly believing, undoubtedly believing",cognitive
?lik,"uncertain likely, possibly likely","?lik = might be likely, could be likely",cognitive
!lik,"definitely likely, certainly likely","!lik = assuredly likely, undoubtedly likely",cognitive
?foc,"uncertain focus, possibly focus","?foc = might be focus, could be focus",cognitive
!foc,"definitely focus, certainly focus","!foc = assuredly focus, undoubtedly focus",cognitive
?atn,"uncertain attention, possibly attention","?atn = might be attention, could be attention",cognitive
!atn,"definitely attention, certainly attention","!atn = assuredly attention, undoubtedly attention",cognitive
?con,"uncertain concentrate, possibly concentrate","?con = might be concentrate, could be concentrate",cognitive
!con,"definitely concentrate, certainly concentrate","!con = assuredly concentrate, undoubtedly concentrate",cognitive
?dis,"uncertain distract, possibly distract","?dis = might be distract, could be distract",cognitive
!dis,"definitely distract, certainly distract","!dis = assuredly distract, undoubtedly distract",cognitive
?obs,"uncertain observe, possibly observe","?obs = might be observe, could be observe",cognitive
!obs,"definitely observe, certainly observe","!obs = assuredly observe, undoubtedly observe",cognitive
?per,"uncertain perceive, possibly perceive","?per = might be perceive, could be perceive",cognitive
!per,"definitely perceive, certainly perceive","!per = assuredly perceive, undoubtedly perceive",cognitive
?abl,"uncertain able, possibly able","?abl = might be able, could be able",cognitive
!abl,"definitely able, certainly able","!abl = assuredly able, undoubtedly able",cognitive
?aud,"uncertain hearing, possibly hearing","?aud = might be hearing, could be hearing",cognitive
!aud,"definitely hearing, certainly hearing","!aud = assuredly hearing, undoubtedly hearing",cognitive
?see,"uncertain seeing, possibly seeing","?see = might be seeing, could be seeing",cognitive
!see,"definitely seeing, certainly seeing","!see = assuredly seeing, undoubtedly seeing",cognitive
?sme,"uncertain smelling, possibly smelling","?sme = might be smelling, could be smelling",cognitive
!sme,"definitely smelling, certainly smelling","!sme = assuredly smelling, undoubtedly smelling",cognitive
<kno,entering state of knowing,<kno = transitioning into knowing,cognitive
>kno,exiting state of knowing,>kno = leaving state of knowing,cognitive
<und,entering state of understanding,<und = transitioning into understanding,cognitive
>und,exiting state of understanding,>und = leaving state of understanding,cognitive
<thi,entering state of thinking,<thi = transitioning into thinking,cognitive
>thi,exiting state of thinking,>thi = leaving state of thinking,cognitive
<rea,entering state of reasoning,<rea = transitioning into reasoning,cognitive
>rea,exiting state of reasoning,>rea = leaving state of reasoning,cognitive
<ana,entering state of analyzing,<ana = transitioning into analyzing,cognitive
>ana,exiting state of analyzing,>ana = leaving state of analyzing,cognitive
<syn,entering state of synthesizing,<syn = transitioning into synthesizing,cognitive
>syn,exiting state of synthesizing,>syn = leaving state of synthesizing,cognitive
<ded,entering state of deducing,<ded = transitioning into deducing,cognitive
>ded,exiting state of deducing,>ded = leaving state of deducing,cognitive
<ind,entering state of inducing,<ind = transitioning into inducing,cognitive
>ind,exiting state of inducing,>ind = leaving state of inducing,cognitive
<abd,entering state of abducting,<abd = transitioning into abducting,cognitive
>abd,exiting state of abducting,>abd = leaving state of abducting,cognitive
<hyp,entering state of hypothesizing,<hyp = transitioning into hypothesizing,cognitive
>hyp,exiting state of hypothesizing,>hyp = leaving state of hypothesizing,cognitive
<crt,entering state of certain,<crt = transitioning into certain,cognitive
>crt,exiting state of certain,>crt = leaving state of certain,cognitive
<prb,entering state of probable,<prb = transitioning into probable,cognitive
>prb,exiting state of probable,>prb = leaving state of probable,cognitive
<sus,entering state of suspect,<sus = transitioning into suspect,cognitive
>sus,exiting state of suspect,>sus = leaving state of suspect,cognitive
<dou,entering state of doubting,<dou = transitioning into doubting,cognitive
>dou,exiting state of doubting,>dou = leaving state of doubting,cognitive
<dub,entering state of doubt,<dub = transitioning into doubt,cognitive
>dub,exiting state of doubt,>dub = leaving state of doubt,cognitive
<gue,entering state of guess,<gue = transitioning into guess,cognitive
>gue,exiting state of guess,>gue = leaving state of guess,cognitive
<asu,entering state of assume,<asu = transitioning into assume,cognitive
>asu,exiting state of assume,>asu = leaving state of assume,cognitive
<evi,entering state of evidence,<evi = transitioning into evidence,cognitive
>evi,exiting state of evidence,>evi = leaving state of evidence,cognitive
<bel,entering state of believing,<bel = transitioning into believing,cognitive
>bel,exiting state of believing,>bel = leaving state of believing,cognitive
<lik,entering state of likely,<lik = transitioning into likely,cognitive
>lik,exiting state of likely,>lik = leaving state of likely,cognitive
<foc,entering state of focus,<foc = transitioning into focus,cognitive
>foc,exiting state of focus,>foc = leaving state of focus,cognitive
<atn,entering state of attention,<atn = transitioning into attention,cognitive
>atn,exiting state of attention,>atn = leaving state of attention,cognitive
<con,entering state of concentrate,<con = transitioning into concentrate,cognitive
>con,exiting state of concentrate,>con = leaving state of concentrate,cognitive
<dis,entering state of distract,<dis = transitioning into distract,cognitive
>dis,exiting state of distract,>dis = leaving state of distract,cognitive
<obs,entering state of observe,<obs = transitioning into observe,cognitive
>obs,exiting state of observe,>obs = leaving state of observe,cognitive
<per,entering state of perceive,<per = transitioning into perceive,cognitive
>per,exiting state of perceive,>per = leaving state of perceive,cognitive
<abl,entering state of able,<abl = transitioning into able,cognitive
>abl,exiting state of able,>abl = leaving state of able,cognitive
<aud,entering state of hearing,<aud = transitioning into hearing,cognitive
>aud,exiting state of hearing,>aud = leaving state of hearing,cognitive
<see,entering state of seeing,<see = transitioning into seeing,cognitive
>see,exiting state of seeing,>see = leaving state of seeing,cognitive
<sme,entering state of smelling,<sme = transitioning into smelling,cognitive
>sme,exiting state of smelling,>sme = leaving state of smelling,cognitive
kno:und,knowing in the context of understanding,kno:und = knowing as specified or constrained by understanding,cognitive
kno:thi,knowing in the context of thinking,kno:thi = knowing as specified or constrained by thinking,cognitive
kno:rea,knowing in the context of reasoning,kno:rea = knowing as specified or constrained by reasoning,cognitive
und:thi,understanding in the context of thinking,und:thi = understanding as specified or constrained by thinking,cognitive
und:rea,understanding in the context of reasoning,und:rea = understanding as specified or constrained by reasoning,cognitive
und:ana,understanding in the context of analyzing,und:ana = understanding as specified or constrained by analyzing,cognitive
thi:rea,thinking in the context of reasoning,thi:rea = thinking as specified or constrained by reasoning,cognitive
thi:ana,thinking in the context of analyzing,thi:ana = thinking as specified or constrained by analyzing,cognitive
thi:syn,thinking in the context of synthesizing,thi:syn = thinking as specified or constrained by synthesizing,cognitive
rea:ana,reasoning in the context of analyzing,rea:ana = reasoning as specified or constrained by analyzing,cognitive
rea:syn,reasoning in the context of synthesizing,rea:syn = reasoning as specified or constrained by synthesizing,cognitive
rea:ded,reasoning in the context of deducing,rea:ded = reasoning as specified or constrained by deducing,cognitive
ana:syn,analyzing in the context of synthesizing,ana:syn = analyzing as specified or constrained by synthesizing,cognitive
ana:ded,analyzing in the context of deducing,ana:ded = analyzing as specified or constrained by deducing,cognitive
ana:ind,analyzing in the context of inducing,ana:ind = analyzing as specified or constrained by inducing,cognitive
syn:ded,synthesizing in the context of deducing,syn:ded = synthesizing as specified or constrained by deducing,cognitive
syn:ind,synthesizing in the context of inducing,syn:ind = synthesizing as specified or constrained by inducing,cognitive
syn:abd,synthesizing in the context of abducting,syn:abd = synthesizing as specified or constrained by abducting,cognitive
ded:ind,deducing in the context of inducing,ded:ind = deducing as specified or constrained by inducing,cognitive
ded:abd,deducing in the context of abducting,ded:abd = deducing as specified or constrained by abducting,cognitive
ded:hyp,deducing in the context of hypothesizing,ded:hyp = deducing as specified or constrained by hypothesizing,cognitive
