expression,meaning,example,domain
cri*boo,criticize ∧ book,cri*boo,communication-motion
cri*bot,criticize ∧ automated agent,cri*bot,communication-technical
cri*bow,criticize ∧ bowl,cri*bow,communication-motion
cri*box,criticize ∧ box,cri*box,communication-motion
cri*brk,criticize ∧ break,cri*brk,communication-process
cri*cas,criticize ∧ castle,cri*cas,communication-sensory
cri*cei,criticize ∧ ceiling,cri*cei,communication-sensory
cri*cer,criticize ∧ ceremony,cri*cer,communication-social
cri*chi,criticize ∧ child,cri*chi,communication-social
cri*clm,criticize ∧ climb,cri*clm,communication-process
cri*cru,criticize ∧ cruel,cri*cru,communication-social
cri*cul,criticize ∧ culture,cri*cul,communication-social
cri*cup,criticize ∧ cup,cri*cup,communication-motion
cri*cus,criticize ∧ custom,cri*cus,communication-social
cri*der,criticize ∧ virtue,cri*der,communication-ethics
cri*dut,criticize ∧ duty,cri*dut,communication-social
cri*ham,criticize ∧ hammer,cri*ham,communication-motion
cru*ack,cruel ∧ acknowledge,cru*ack,social-agent
cru*act,cruel ∧ action,cru*act,social-agent
cru*ada,cruel ∧ adapt,cru*ada,social-agent
cru*age,cruel ∧ agent,cru*age,social-abstract
cru*agg,cruel ∧ aggregate,cru*agg,social-agent
cru*agt,cruel ∧ agent,cru*agt,social-agent
cru*ahi,cruel ∧ ahimsa,cru*ahi,social-ethics
cru*ale,cruel ∧ aleatoric uncertainty (inherently random),cru*ale,social-agent
cru*all,cruel ∧ all,cru*all,social-abstract
cru*alp,cruel ∧ alpha,cru*alp,social-abstract
cru*alt,cruel ∧ alternatively,cru*alt,social-abstract
cru*amb,cruel ∧ many meanings,cru*amb,social-abstract
cru*anc,cruel ∧ ancient,cru*anc,social-abstract
cru*api,cruel ∧ interface,cru*api,social-technical
cru*apl,cruel ∧ apple,cru*apl,social-concrete
cru*app,cruel ∧ application,cru*app,social-technical
cru*apt,cruel ∧ apartment,cru*apt,social-sensory
cru*aret,cruel ∧ arete,cru*aret,social-ethics
cru*async,cruel ∧ not synchronized concurrent,cru*async,social-technical
cru*avo,cruel ∧ avoid,cru*avo,social-process
cru*await,cruel ∧ wait for completion,cru*await,social-technical
cru*bag,cruel ∧ bag,cru*bag,social-motion
cru*bak,cruel ∧ backup,cru*bak,social-technical
cru*ban,cruel ∧ banana,cru*ban,social-concrete
cru*bar,cruel ∧ baraka,cru*bar,social-ethics
cru*bat,cruel ∧ bathroom,cru*bat,social-sensory
cru*bed,cruel ∧ bedroom,cru*bed,social-sensory
cru*bee,cruel ∧ beer,cru*bee,social-concrete
cru*beff,cruel ∧ beef,cru*beff,social-concrete
cru*ben,cruel ∧ bend,cru*ben,social-process
cru*bit,cruel ∧ bitter,cru*bit,social-concrete
cru*bld,cruel ∧ build,cru*bld,social-process
cru*ble,cruel ∧ blessing,cru*ble,social-ethics
cru*bng,cruel ∧ bring,cru*bng,social-process
cru*bnk,cruel ∧ bank,cru*bnk,social-sensory
cru*bod,cruel ∧ awakening,cru*bod,social-ethics
cru*boi,cruel ∧ boil,cru*boi,social-concrete
cru*boo,cruel ∧ book,cru*boo,social-motion
cru*bot,cruel ∧ automated agent,cru*bot,social-technical
cru*bow,cruel ∧ bowl,cru*bow,social-motion
cru*box,cruel ∧ box,cru*box,social-motion
cru*brk,cruel ∧ break,cru*brk,social-process
cru*cas,cruel ∧ castle,cru*cas,social-sensory
cru*cei,cruel ∧ ceiling,cru*cei,social-sensory
cru*clm,cruel ∧ climb,cru*clm,social-process
cru*cup,cruel ∧ cup,cru*cup,social-motion
cru*der,cruel ∧ virtue,cru*der,social-ethics
cru*ham,cruel ∧ hammer,cru*ham,social-motion
cul*ack,culture ∧ acknowledge,cul*ack,social-agent
cul*act,culture ∧ action,cul*act,social-agent
cul*ada,culture ∧ adapt,cul*ada,social-agent
cul*age,culture ∧ agent,cul*age,social-abstract
cul*agg,culture ∧ aggregate,cul*agg,social-agent
cul*agt,culture ∧ agent,cul*agt,social-agent
cul*ahi,culture ∧ ahimsa,cul*ahi,social-ethics
cul*ale,culture ∧ aleatoric uncertainty (inherently random),cul*ale,social-agent
cul*all,culture ∧ all,cul*all,social-abstract
cul*alp,culture ∧ alpha,cul*alp,social-abstract
cul*alt,culture ∧ alternatively,cul*alt,social-abstract
cul*amb,culture ∧ many meanings,cul*amb,social-abstract
cul*anc,culture ∧ ancient,cul*anc,social-abstract
cul*api,culture ∧ interface,cul*api,social-technical
cul*apl,culture ∧ apple,cul*apl,social-concrete
cul*app,culture ∧ application,cul*app,social-technical
cul*apt,culture ∧ apartment,cul*apt,social-sensory
cul*aret,culture ∧ arete,cul*aret,social-ethics
cul*async,culture ∧ not synchronized concurrent,cul*async,social-technical
cul*avo,culture ∧ avoid,cul*avo,social-process
cul*await,culture ∧ wait for completion,cul*await,social-technical
cul*bag,culture ∧ bag,cul*bag,social-motion
cul*bak,culture ∧ backup,cul*bak,social-technical
cul*ban,culture ∧ banana,cul*ban,social-concrete
cul*bar,culture ∧ baraka,cul*bar,social-ethics
cul*bat,culture ∧ bathroom,cul*bat,social-sensory
cul*bed,culture ∧ bedroom,cul*bed,social-sensory
cul*bee,culture ∧ beer,cul*bee,social-concrete
cul*beff,culture ∧ beef,cul*beff,social-concrete
cul*ben,culture ∧ bend,cul*ben,social-process
cul*bit,culture ∧ bitter,cul*bit,social-concrete
cul*bld,culture ∧ build,cul*bld,social-process
cul*ble,culture ∧ blessing,cul*ble,social-ethics
cul*bng,culture ∧ bring,cul*bng,social-process
cul*bnk,culture ∧ bank,cul*bnk,social-sensory
cul*bod,culture ∧ awakening,cul*bod,social-ethics
cul*boi,culture ∧ boil,cul*boi,social-concrete
cul*boo,culture ∧ book,cul*boo,social-motion
cul*bot,culture ∧ automated agent,cul*bot,social-technical
cul*bow,culture ∧ bowl,cul*bow,social-motion
cul*box,culture ∧ box,cul*box,social-motion
cul*brk,culture ∧ break,cul*brk,social-process
cul*cas,culture ∧ castle,cul*cas,social-sensory
cul*cei,culture ∧ ceiling,cul*cei,social-sensory
cul*clm,culture ∧ climb,cul*clm,social-process
cul*cup,culture ∧ cup,cul*cup,social-motion
cul*der,culture ∧ virtue,cul*der,social-ethics
cul*ham,culture ∧ hammer,cul*ham,social-motion
cup*ahi,cup ∧ ahimsa,cup*ahi,motion-ethics
cup*aret,cup ∧ arete,cup*aret,motion-ethics
cup*avo,cup ∧ avoid,cup*avo,motion-process
cup*bar,cup ∧ baraka,cup*bar,motion-ethics
cup*ben,cup ∧ bend,cup*ben,motion-process
cup*bld,cup ∧ build,cup*bld,motion-process
cup*ble,cup ∧ blessing,cup*ble,motion-ethics
cup*bng,cup ∧ bring,cup*bng,motion-process
cup*bod,cup ∧ awakening,cup*bod,motion-ethics
cup*brk,cup ∧ break,cup*brk,motion-process
cup*clm,cup ∧ climb,cup*clm,motion-process
cup*der,cup ∧ virtue,cup*der,motion-ethics
cus*ack,custom ∧ acknowledge,cus*ack,social-agent
cus*act,custom ∧ action,cus*act,social-agent
cus*ada,custom ∧ adapt,cus*ada,social-agent
cus*age,custom ∧ agent,cus*age,social-abstract
cus*agg,custom ∧ aggregate,cus*agg,social-agent
cus*agt,custom ∧ agent,cus*agt,social-agent
cus*ahi,custom ∧ ahimsa,cus*ahi,social-ethics
cus*ale,custom ∧ aleatoric uncertainty (inherently random),cus*ale,social-agent
cus*all,custom ∧ all,cus*all,social-abstract
cus*alp,custom ∧ alpha,cus*alp,social-abstract
cus*alt,custom ∧ alternatively,cus*alt,social-abstract
cus*amb,custom ∧ many meanings,cus*amb,social-abstract
cus*anc,custom ∧ ancient,cus*anc,social-abstract
cus*api,custom ∧ interface,cus*api,social-technical
cus*apl,custom ∧ apple,cus*apl,social-concrete
cus*app,custom ∧ application,cus*app,social-technical
cus*apt,custom ∧ apartment,cus*apt,social-sensory
cus*aret,custom ∧ arete,cus*aret,social-ethics
cus*async,custom ∧ not synchronized concurrent,cus*async,social-technical
cus*avo,custom ∧ avoid,cus*avo,social-process
cus*await,custom ∧ wait for completion,cus*await,social-technical
cus*bag,custom ∧ bag,cus*bag,social-motion
cus*bak,custom ∧ backup,cus*bak,social-technical
cus*ban,custom ∧ banana,cus*ban,social-concrete
cus*bar,custom ∧ baraka,cus*bar,social-ethics
cus*bat,custom ∧ bathroom,cus*bat,social-sensory
cus*bed,custom ∧ bedroom,cus*bed,social-sensory
cus*bee,custom ∧ beer,cus*bee,social-concrete
cus*beff,custom ∧ beef,cus*beff,social-concrete
cus*ben,custom ∧ bend,cus*ben,social-process
cus*bit,custom ∧ bitter,cus*bit,social-concrete
cus*bld,custom ∧ build,cus*bld,social-process
cus*ble,custom ∧ blessing,cus*ble,social-ethics
cus*bng,custom ∧ bring,cus*bng,social-process
cus*bnk,custom ∧ bank,cus*bnk,social-sensory
cus*bod,custom ∧ awakening,cus*bod,social-ethics
cus*boi,custom ∧ boil,cus*boi,social-concrete
cus*boo,custom ∧ book,cus*boo,social-motion
cus*bot,custom ∧ automated agent,cus*bot,social-technical
cus*bow,custom ∧ bowl,cus*bow,social-motion
cus*box,custom ∧ box,cus*box,social-motion
cus*brk,custom ∧ break,cus*brk,social-process
cus*cas,custom ∧ castle,cus*cas,social-sensory
cus*cei,custom ∧ ceiling,cus*cei,social-sensory
cus*clm,custom ∧ climb,cus*clm,social-process
cus*cup,custom ∧ cup,cus*cup,social-motion
cus*der,custom ∧ virtue,cus*der,social-ethics
cus*ham,custom ∧ hammer,cus*ham,social-motion
dar*bri,balanced tension: dark ↔ hope,dar*bri,tension
dew*abd,dew meets abduct,dew*abd,rare_domain
dew*abl,dew meets able,dew*abl,rare_domain
dew*abs,dew meets abstract,dew*abs,rare_domain
dew*ack,dew meets acknowledge,dew*ack,rare_domain
dew*act,dew meets action,dew*act,rare_domain
dew*ada,dew meets adapt,dew*ada,rare_domain
dew*aer,dew meets air-related,dew*aer,rare_domain
dew*age,dew meets agent,dew*age,rare_domain
dew*agg,dew meets aggregate,dew*agg,rare_domain
dew*agt,dew meets agent,dew*agt,rare_domain
dew*aim,dew meets aim,dew*aim,rare_domain
dew*all,dew meets all,dew*all,rare_domain
dew*alp,dew meets alpha,dew*alp,rare_domain
dew*alt,dew meets alternatively,dew*alt,rare_domain
dew*amb,dew meets many meanings,dew*amb,rare_domain
dew*ang,dew meets anger,dew*ang,rare_domain
dew*aqu,dew meets water-related,dew*aqu,rare_domain
dew*ash,dew meets ash,dew*ash,rare_domain
dew*ato,dew meets atom,dew*ato,rare_domain
dew*big,dew meets large,dew*big,rare_domain
dil*abd,diligence meets abduct,dil*abd,rare_domain
dil*abl,diligence meets able,dil*abl,rare_domain
dil*abs,diligence meets abstract,dil*abs,rare_domain
dil*ack,diligence meets acknowledge,dil*ack,rare_domain
dil*act,diligence meets action,dil*act,rare_domain
dil*ada,diligence meets adapt,dil*ada,rare_domain
dil*aer,diligence meets air-related,dil*aer,rare_domain
dil*age,diligence meets agent,dil*age,rare_domain
dil*agg,diligence meets aggregate,dil*agg,rare_domain
dil*agt,diligence meets agent,dil*agt,rare_domain
dil*aim,diligence meets aim,dil*aim,rare_domain
dil*all,diligence meets all,dil*all,rare_domain
dil*alp,diligence meets alpha,dil*alp,rare_domain
dil*alt,diligence meets alternatively,dil*alt,rare_domain
dil*amb,diligence meets many meanings,dil*amb,rare_domain
dil*ang,diligence meets anger,dil*ang,rare_domain
dil*aqu,diligence meets water-related,dil*aqu,rare_domain
dil*ash,diligence meets ash,dil*ash,rare_domain
dil*ato,diligence meets atom,dil*ato,rare_domain
dil*big,diligence meets large,dil*big,rare_domain
dre*foc,cognition blend: dreaming + focus,dre*foc,cognition_internal
dre*gri,emotion blend: dreaming + grill,dre*gri,emotion_internal
dre*sha,emotion blend: dreaming + shame,dre*sha,emotion_internal
dre*sho,emotion blend: dreaming + showing,dre*sho,emotion_internal
dri*flo,movement blend: drink + flowing,dri*flo,movement_internal
dro*abd,drought meets abduct,dro*abd,rare_domain
dro*abl,drought meets able,dro*abl,rare_domain
dro*abs,drought meets abstract,dro*abs,rare_domain
dro*ack,drought meets acknowledge,dro*ack,rare_domain
dro*act,drought meets action,dro*act,rare_domain
dro*ada,drought meets adapt,dro*ada,rare_domain
dro*aer,drought meets air-related,dro*aer,rare_domain
dro*age,drought meets agent,dro*age,rare_domain
dro*agg,drought meets aggregate,dro*agg,rare_domain
dro*agt,drought meets agent,dro*agt,rare_domain
dro*aim,drought meets aim,dro*aim,rare_domain
dro*all,drought meets all,dro*all,rare_domain
dro*alp,drought meets alpha,dro*alp,rare_domain
dro*alt,drought meets alternatively,dro*alt,rare_domain
dro*amb,drought meets many meanings,dro*amb,rare_domain
dro*ang,drought meets anger,dro*ang,rare_domain
dro*aqu,drought meets water-related,dro*aqu,rare_domain
dro*ash,drought meets ash,dro*ash,rare_domain
dro*ato,drought meets atom,dro*ato,rare_domain
dro*big,drought meets large,dro*big,rare_domain
dry*den,material blend: dry + dense,dry*den,material_internal
dub*att,cognition blend: doubt + attention,dub*att,cognition_internal
dub*dre,cognition blend: doubt + dreaming,dub*dre,cognition_internal
dub*foc,cognition blend: doubt + focus,dub*foc,cognition_internal
dub*ima,cognition blend: doubt + imagining,dub*ima,cognition_internal
dub*int,cognition blend: doubt + intuition,dub*int,cognition_internal
dub*mem,cognition blend: doubt + memory,dub*mem,cognition_internal
dub*rea,cognition blend: doubt + real,dub*rea,cognition_internal
dub*und,cognition blend: doubt + understanding,dub*und,cognition_internal
dur*age,time blend: duration + agent,dur*age,time_internal
dur*eve,time blend: duration + every,dur*eve,time_internal
dur*mon,time blend: duration + monsoon,dur*mon,time_internal
dur*mor,time blend: duration + more,dur*mor,time_internal
dur*nit,time blend: duration + nitrogen,dur*nit,time_internal
dut*ack,duty ∧ acknowledge,dut*ack,social-agent
dut*act,duty ∧ action,dut*act,social-agent
dut*ada,duty ∧ adapt,dut*ada,social-agent
dut*age,duty ∧ agent,dut*age,social-abstract
dut*agg,duty ∧ aggregate,dut*agg,social-agent
dut*agt,duty ∧ agent,dut*agt,social-agent
dut*ahi,duty ∧ ahimsa,dut*ahi,social-ethics
dut*ale,duty ∧ aleatoric uncertainty (inherently random),dut*ale,social-agent
dut*all,duty ∧ all,dut*all,social-abstract
dut*alp,duty ∧ alpha,dut*alp,social-abstract
dut*alt,duty ∧ alternatively,dut*alt,social-abstract
dut*amb,duty ∧ many meanings,dut*amb,social-abstract
dut*anc,duty ∧ ancient,dut*anc,social-abstract
dut*api,duty ∧ interface,dut*api,social-technical
dut*apl,duty ∧ apple,dut*apl,social-concrete
dut*app,duty ∧ application,dut*app,social-technical
dut*apt,duty ∧ apartment,dut*apt,social-sensory
dut*aret,duty ∧ arete,dut*aret,social-ethics
dut*async,duty ∧ not synchronized concurrent,dut*async,social-technical
dut*avo,duty ∧ avoid,dut*avo,social-process
dut*await,duty ∧ wait for completion,dut*await,social-technical
dut*bag,duty ∧ bag,dut*bag,social-motion
dut*bak,duty ∧ backup,dut*bak,social-technical
dut*ban,duty ∧ banana,dut*ban,social-concrete
dut*bar,duty ∧ baraka,dut*bar,social-ethics
dut*bat,duty ∧ bathroom,dut*bat,social-sensory
dut*bed,duty ∧ bedroom,dut*bed,social-sensory
dut*bee,duty ∧ beer,dut*bee,social-concrete
dut*beff,duty ∧ beef,dut*beff,social-concrete
dut*ben,duty ∧ bend,dut*ben,social-process
dut*bit,duty ∧ bitter,dut*bit,social-concrete
dut*bld,duty ∧ build,dut*bld,social-process
dut*ble,duty ∧ blessing,dut*ble,social-ethics
dut*bng,duty ∧ bring,dut*bng,social-process
dut*bnk,duty ∧ bank,dut*bnk,social-sensory
dut*bod,duty ∧ awakening,dut*bod,social-ethics
dut*boi,duty ∧ boil,dut*boi,social-concrete
dut*boo,duty ∧ book,dut*boo,social-motion
dut*bot,duty ∧ automated agent,dut*bot,social-technical
dut*bow,duty ∧ bowl,dut*bow,social-motion
dut*box,duty ∧ box,dut*box,social-motion
dut*brk,duty ∧ break,dut*brk,social-process
dut*cas,duty ∧ castle,dut*cas,social-sensory
dut*cei,duty ∧ ceiling,dut*cei,social-sensory
dut*clm,duty ∧ climb,dut*clm,social-process
dut*cup,duty ∧ cup,dut*cup,social-motion
dut*der,duty ∧ virtue,dut*der,social-ethics
dut*ham,duty ∧ hammer,dut*ham,social-motion
elb*abd,elbow meets abduct,elb*abd,rare_domain
elb*abl,elbow meets able,elb*abl,rare_domain
elb*abs,elbow meets abstract,elb*abs,rare_domain
elb*ack,elbow meets acknowledge,elb*ack,rare_domain
elb*act,elbow meets action,elb*act,rare_domain
elb*ada,elbow meets adapt,elb*ada,rare_domain
elb*aer,elbow meets air-related,elb*aer,rare_domain
elb*age,elbow meets agent,elb*age,rare_domain
elb*agg,elbow meets aggregate,elb*agg,rare_domain
elb*agt,elbow meets agent,elb*agt,rare_domain
elb*aim,elbow meets aim,elb*aim,rare_domain
elb*all,elbow meets all,elb*all,rare_domain
elb*alp,elbow meets alpha,elb*alp,rare_domain
elb*alt,elbow meets alternatively,elb*alt,rare_domain
elb*amb,elbow meets many meanings,elb*amb,rare_domain
elb*ang,elbow meets anger,elb*ang,rare_domain
elb*aqu,elbow meets water-related,elb*aqu,rare_domain
elb*ash,elbow meets ash,elb*ash,rare_domain
elb*ato,elbow meets atom,elb*ato,rare_domain
elb*big,elbow meets large,elb*big,rare_domain
eld*abd,elder meets abduct,eld*abd,rare_domain
eld*abl,elder meets able,eld*abl,rare_domain
eld*abs,elder meets abstract,eld*abs,rare_domain
eld*ack,elder meets acknowledge,eld*ack,rare_domain
eld*act,elder meets action,eld*act,rare_domain
eld*ada,elder meets adapt,eld*ada,rare_domain
eld*aer,elder meets air-related,eld*aer,rare_domain
eld*age,elder meets agent,eld*age,rare_domain
eld*agg,elder meets aggregate,eld*agg,rare_domain
eld*agt,elder meets agent,eld*agt,rare_domain
eld*aim,elder meets aim,eld*aim,rare_domain
eld*all,elder meets all,eld*all,rare_domain
eld*alp,elder meets alpha,eld*alp,rare_domain
eld*alt,elder meets alternatively,eld*alt,rare_domain
eld*amb,elder meets many meanings,eld*amb,rare_domain
eld*ang,elder meets anger,eld*ang,rare_domain
eld*aqu,elder meets water-related,eld*aqu,rare_domain
eld*ash,elder meets ash,eld*ash,rare_domain
eld*ato,elder meets atom,eld*ato,rare_domain
eld*big,elder meets large,eld*big,rare_domain
eny*abd,envy meets abduct,eny*abd,rare_domain
eny*abl,envy meets able,eny*abl,rare_domain
eny*abs,envy meets abstract,eny*abs,rare_domain
eny*ack,envy meets acknowledge,eny*ack,rare_domain
eny*act,envy meets action,eny*act,rare_domain
eny*ada,envy meets adapt,eny*ada,rare_domain
eny*aer,envy meets air-related,eny*aer,rare_domain
eny*age,envy meets agent,eny*age,rare_domain
eny*agg,envy meets aggregate,eny*agg,rare_domain
eny*agt,envy meets agent,eny*agt,rare_domain
eny*aim,envy meets aim,eny*aim,rare_domain
eny*all,envy meets all,eny*all,rare_domain
eny*alp,envy meets alpha,eny*alp,rare_domain
eny*alt,envy meets alternatively,eny*alt,rare_domain
eny*amb,envy meets many meanings,eny*amb,rare_domain
eny*ang,envy meets anger,eny*ang,rare_domain
eny*aqu,envy meets water-related,eny*aqu,rare_domain
eny*ash,envy meets ash,eny*ash,rare_domain
eny*ato,envy meets atom,eny*ato,rare_domain
eny*big,envy meets large,eny*big,rare_domain
equ*nil,equation embodied in nil,equ*nil,quality_instance
equ*obj,equation embodied in object,equ*obj,quality_instance
equ*org,equation embodied in organism,equ*org,quality_instance
equ*prec,equation embodied in pre-crystallization: multiple attractors,equ*prec,quality_instance
eve*age,time blend: every + agent,eve*age,time_internal
eve*mon,time blend: every + monsoon,eve*mon,time_internal
eve*mor,time blend: every + more,eve*mor,time_internal
eve*nit,time blend: every + nitrogen,eve*nit,time_internal
far*bac,space blend: far + backward,far*bac,space_internal
far*bot,space blend: far + automated agent,far*bot,space_internal
far*cen,space blend: far + center,far*cen,space_internal
far*edg,space blend: far + edge,far*edg,space_internal
far*for,space blend: far + forward,far*for,space_internal
far*lft,space blend: far + lift,far*lft,space_internal
far*top,space blend: far + top,far*top,space_internal
fee*aud,perception blend: feeling + hearing,fee*aud,perception_internal
fee*not,perception blend: feeling + negation,fee*not,perception_internal
fee*obs,perception blend: feeling + observe,fee*obs,perception_internal
fee*pal,perception blend: feeling + palace,fee*pal,perception_internal
fee*sen,perception blend: feeling + sentence,fee*sen,perception_internal
fes*abd,festival meets abduct,fes*abd,rare_domain
fes*abl,festival meets able,fes*abl,rare_domain
fes*abs,festival meets abstract,fes*abs,rare_domain
fes*ack,festival meets acknowledge,fes*ack,rare_domain
fes*act,festival meets action,fes*act,rare_domain
fes*ada,festival meets adapt,fes*ada,rare_domain
fes*aer,festival meets air-related,fes*aer,rare_domain
fes*age,festival meets agent,fes*age,rare_domain
fes*agg,festival meets aggregate,fes*agg,rare_domain
fes*agt,festival meets agent,fes*agt,rare_domain
fes*aim,festival meets aim,fes*aim,rare_domain
fes*all,festival meets all,fes*all,rare_domain
fes*alp,festival meets alpha,fes*alp,rare_domain
fes*alt,festival meets alternatively,fes*alt,rare_domain
fes*amb,festival meets many meanings,fes*amb,rare_domain
fes*ang,festival meets anger,fes*ang,rare_domain
fes*aqu,festival meets water-related,fes*aqu,rare_domain
fes*ash,festival meets ash,fes*ash,rare_domain
fes*ato,festival meets atom,fes*ato,rare_domain
fes*big,festival meets large,fes*big,rare_domain
fin*abd,finger meets abduct,fin*abd,rare_domain
fin*abl,finger meets able,fin*abl,rare_domain
fin*abs,finger meets abstract,fin*abs,rare_domain
fin*ack,finger meets acknowledge,fin*ack,rare_domain
fin*act,finger meets action,fin*act,rare_domain
fin*ada,finger meets adapt,fin*ada,rare_domain
fin*aer,finger meets air-related,fin*aer,rare_domain
fin*age,finger meets agent,fin*age,rare_domain
fin*agg,finger meets aggregate,fin*agg,rare_domain
fin*agt,finger meets agent,fin*agt,rare_domain
fin*aim,finger meets aim,fin*aim,rare_domain
fin*all,finger meets all,fin*all,rare_domain
fin*alp,finger meets alpha,fin*alp,rare_domain
fin*alt,finger meets alternatively,fin*alt,rare_domain
fin*amb,finger meets many meanings,fin*amb,rare_domain
fin*ang,finger meets anger,fin*ang,rare_domain
fin*aqu,finger meets water-related,fin*aqu,rare_domain
fin*ash,finger meets ash,fin*ash,rare_domain
fin*ato,finger meets atom,fin*ato,rare_domain
fin*big,finger meets large,fin*big,rare_domain
fli*cra,movement blend: flip + craft,fli*cra,movement_internal
fli*dri,movement blend: flip + drink,fli*dri,movement_internal
fli*flo,movement blend: flip + flowing,fli*flo,movement_internal
fli*jum,movement blend: flip + jump,fli*jum,movement_internal
fli*rol,movement blend: flip + roll,fli*rol,movement_internal
fli*sli,movement blend: flip + slide,fli*sli,movement_internal
fog*abd,fog meets abduct,fog*abd,rare_domain
fog*abl,fog meets able,fog*abl,rare_domain
fog*abs,fog meets abstract,fog*abs,rare_domain
fog*ack,fog meets acknowledge,fog*ack,rare_domain
fog*act,fog meets action,fog*act,rare_domain
fog*ada,fog meets adapt,fog*ada,rare_domain
fog*aer,fog meets air-related,fog*aer,rare_domain
fog*age,fog meets agent,fog*age,rare_domain
fog*agg,fog meets aggregate,fog*agg,rare_domain
fog*agt,fog meets agent,fog*agt,rare_domain
fog*aim,fog meets aim,fog*aim,rare_domain
fog*all,fog meets all,fog*all,rare_domain
fog*alp,fog meets alpha,fog*alp,rare_domain
fog*alt,fog meets alternatively,fog*alt,rare_domain
fog*amb,fog meets many meanings,fog*amb,rare_domain
fog*ang,fog meets anger,fog*ang,rare_domain
fog*aqu,fog meets water-related,fog*aqu,rare_domain
fog*ash,fog meets ash,fog*ash,rare_domain
fog*ato,fog meets atom,fog*ato,rare_domain
fog*big,fog meets large,fog*big,rare_domain
fol*com,social blend: follower + computing,fol*com,social_internal
fol*div,social blend: follower + diverse,fol*div,social_internal
fol*uni,social blend: follower + unique,fol*uni,social_internal
for*bac,balanced tension: forward ↔ backward,for*bac,tension
for*bot,space blend: forward + automated agent,for*bot,space_internal
for*cen,space blend: forward + center,for*cen,space_internal
for*edg,space blend: forward + edge,for*edg,space_internal
for*top,space blend: forward + top,for*top,space_internal
fri*com,social blend: friend + computing,fri*com,social_internal
fri*div,social blend: friend + diverse,fri*div,social_internal
fri*fol,social blend: friend + follower,fri*fol,social_internal
fri*lea,social blend: friend + leader,fri*lea,social_internal
fri*uni,social blend: friend + unique,fri*uni,social_internal
frt*abd,fortitude meets abduct,frt*abd,rare_domain
frt*abl,fortitude meets able,frt*abl,rare_domain
frt*abs,fortitude meets abstract,frt*abs,rare_domain
frt*ack,fortitude meets acknowledge,frt*ack,rare_domain
frt*act,fortitude meets action,frt*act,rare_domain
frt*ada,fortitude meets adapt,frt*ada,rare_domain
frt*aer,fortitude meets air-related,frt*aer,rare_domain
frt*age,fortitude meets agent,frt*age,rare_domain
frt*agg,fortitude meets aggregate,frt*agg,rare_domain
frt*agt,fortitude meets agent,frt*agt,rare_domain
frt*aim,fortitude meets aim,frt*aim,rare_domain
frt*all,fortitude meets all,frt*all,rare_domain
frt*alp,fortitude meets alpha,frt*alp,rare_domain
frt*alt,fortitude meets alternatively,frt*alt,rare_domain
frt*amb,fortitude meets many meanings,frt*amb,rare_domain
frt*ang,fortitude meets anger,frt*ang,rare_domain
frt*aqu,fortitude meets water-related,frt*aqu,rare_domain
frt*ash,fortitude meets ash,frt*ash,rare_domain
frt*ato,fortitude meets atom,frt*ato,rare_domain
frt*big,fortitude meets large,frt*big,rare_domain
fth*abd,faith meets abduct,fth*abd,rare_domain
fth*abl,faith meets able,fth*abl,rare_domain
fth*abs,faith meets abstract,fth*abs,rare_domain
fth*ack,faith meets acknowledge,fth*ack,rare_domain
fth*act,faith meets action,fth*act,rare_domain
fth*ada,faith meets adapt,fth*ada,rare_domain
fth*aer,faith meets air-related,fth*aer,rare_domain
fth*age,faith meets agent,fth*age,rare_domain
fth*agg,faith meets aggregate,fth*agg,rare_domain
fth*agt,faith meets agent,fth*agt,rare_domain
fth*aim,faith meets aim,fth*aim,rare_domain
fth*all,faith meets all,fth*all,rare_domain
fth*alp,faith meets alpha,fth*alp,rare_domain
fth*alt,faith meets alternatively,fth*alt,rare_domain
fth*amb,faith meets many meanings,fth*amb,rare_domain
fth*ang,faith meets anger,fth*ang,rare_domain
fth*aqu,faith meets water-related,fth*aqu,rare_domain
fth*ash,faith meets ash,fth*ash,rare_domain
fth*ato,faith meets atom,fth*ato,rare_domain
fth*big,faith meets large,fth*big,rare_domain
gas*aci,material blend: gaseous + acid,gas*aci,material_internal
gas*bas,material blend: gaseous + base,gas*bas,material_internal
gas*col,material blend: gaseous + distant,gas*col,material_internal
gas*den,material blend: gaseous + dense,gas*den,material_internal
gas*dry,material blend: gaseous + dry,gas*dry,material_internal
gas*hot,material blend: gaseous + passion,gas*hot,material_internal
gas*sof,material blend: gaseous + soft,gas*sof,material_internal
gas*wet,material blend: gaseous + wet,gas*wet,material_internal
glo*abd,glove meets abduct,glo*abd,rare_domain
glo*abl,glove meets able,glo*abl,rare_domain
glo*abs,glove meets abstract,glo*abs,rare_domain
glo*ack,glove meets acknowledge,glo*ack,rare_domain
glo*act,glove meets action,glo*act,rare_domain
glo*ada,glove meets adapt,glo*ada,rare_domain
glo*aer,glove meets air-related,glo*aer,rare_domain
glo*age,glove meets agent,glo*age,rare_domain
glo*agg,glove meets aggregate,glo*agg,rare_domain
glo*agt,glove meets agent,glo*agt,rare_domain
glo*aim,glove meets aim,glo*aim,rare_domain
glo*all,glove meets all,glo*all,rare_domain
glo*alp,glove meets alpha,glo*alp,rare_domain
glo*alt,glove meets alternatively,glo*alt,rare_domain
glo*amb,glove meets many meanings,glo*amb,rare_domain
glo*ang,glove meets anger,glo*ang,rare_domain
