expression,meaning,example,domain
pas*goo,positive past,pas*goo = positive past,temporal
pas*pha,past fused with phase,pas*pha = past fused with phase,temporal
pas*rar,past fused with rare,pas*rar = past fused with rare,temporal
pas*seq,past fused with sequence,pas*seq = past fused with sequence,temporal
pas*sta,past fused with stability,pas*sta = past fused with stability,temporal
pas*tra,past fused with transformation,pas*tra = past fused with transformation,temporal
pas*unt,past fused with until,pas*unt = past fused with until,temporal
pas*urg,past fused with urgent,pas*urg = past fused with urgent,temporal
pas*yet,past fused with yet,pas*yet = past fused with yet,temporal
pas@now@fut@cha,temporal chain through change,pas@now@fut@cha = temporal chain through change,temporal
pas^0.1,barely past,pas^0.1 = barely past,temporal
pas^0.2,slightly past,pas^0.2 = slightly past,temporal
pas^0.3,somewhat past,pas^0.3 = somewhat past,temporal
pas^0.4,fairly-light past,pas^0.4 = fairly-light past,temporal
pas^0.5,moderately past,pas^0.5 = moderately past,temporal
pas^0.6,quite past,pas^0.6 = quite past,temporal
pas^0.7,fairly past,pas^0.7 = fairly past,temporal
pas^0.8,very past,pas^0.8 = very past,temporal
pas^0.9,extremely past,pas^0.9 = extremely past,temporal
pas^0.9*fut^0.1,past-dominant present,pas^0.9*fut^0.1 = past-dominant present,temporal
pas^1.0,absolutely past,pas^1.0 = absolutely past,temporal
pha:(beg*end),phase from beginning-end,pha:(beg*end) = phase from beginning-end,temporal
pha:pha,phase:phase,pha:pha = phase:phase,temporal
pha*dee,deep phase,pha*dee = deep phase,temporal
pha*pha,phase of phases,pha*pha = phase of phases,temporal
pha*rar,phase fused with rare,pha*rar = phase fused with rare,temporal
pha*seq,phase fused with sequence,pha*seq = phase fused with sequence,temporal
pha*sta,phase fused with stability,pha*sta = phase fused with stability,temporal
pha*tra,phase fused with transformation,pha*tra = phase fused with transformation,temporal
pha*unt,phase fused with until,pha*unt = phase fused with until,temporal
pha*urg,phase fused with urgent,pha*urg = phase fused with urgent,temporal
pha*yet,phase fused with yet,pha*yet = phase fused with yet,temporal
pha^0.1,barely phase,pha^0.1 = barely phase,temporal
pha^0.2,slightly phase,pha^0.2 = slightly phase,temporal
pha^0.3,somewhat phase,pha^0.3 = somewhat phase,temporal
pha^0.4,fairly-light phase,pha^0.4 = fairly-light phase,temporal
pha^0.5,moderately phase,pha^0.5 = moderately phase,temporal
pha^0.6,quite phase,pha^0.6 = quite phase,temporal
pha^0.7,fairly phase,pha^0.7 = fairly phase,temporal
pha^0.8,very phase,pha^0.8 = very phase,temporal
pha^0.9,extremely phase,pha^0.9 = extremely phase,temporal
pha^1.0,absolutely phase,pha^1.0 = absolutely phase,temporal
rar*bad,rarely bad,rar*bad = rarely bad,temporal
rar*seq,rare fused with sequence,rar*seq = rare fused with sequence,temporal
rar*sta,rare fused with stability,rar*sta = rare fused with stability,temporal
rar*tra,rare fused with transformation,rar*tra = rare fused with transformation,temporal
rar*unt,rare fused with until,rar*unt = rare fused with until,temporal
rar*urg,rare fused with urgent,rar*urg = rare fused with urgent,temporal
rar*yet,rare fused with yet,rar*yet = rare fused with yet,temporal
rar^0.1,barely rare,rar^0.1 = barely rare,temporal
rar^0.2,slightly rare,rar^0.2 = slightly rare,temporal
rar^0.3,somewhat rare,rar^0.3 = somewhat rare,temporal
rar^0.4,fairly-light rare,rar^0.4 = fairly-light rare,temporal
rar^0.5,moderately rare,rar^0.5 = moderately rare,temporal
rar^0.6,quite rare,rar^0.6 = quite rare,temporal
rar^0.7,fairly rare,rar^0.7 = fairly rare,temporal
rar^0.8,very rare,rar^0.8 = very rare,temporal
rar^0.9,extremely rare,rar^0.9 = extremely rare,temporal
rar^1.0,absolutely rare,rar^1.0 = absolutely rare,temporal
seq:seq,sequence:sequence,seq:seq = sequence:sequence,temporal
seq\cyc\pha,pure sequence only,seq\cyc\pha = pure sequence only,temporal
seq*hol,held sequence,seq*hol = held sequence,temporal
seq*seq,sequence of sequences,seq*seq = sequence of sequences,temporal
seq*sta,sequence fused with stability,seq*sta = sequence fused with stability,temporal
seq*tra,sequence fused with transformation,seq*tra = sequence fused with transformation,temporal
seq*unt,sequence fused with until,seq*unt = sequence fused with until,temporal
seq*urg,sequence fused with urgent,seq*urg = sequence fused with urgent,temporal
seq*yet,sequence fused with yet,seq*yet = sequence fused with yet,temporal
seq^0.1,barely sequence,seq^0.1 = barely sequence,temporal
seq^0.2,slightly sequence,seq^0.2 = slightly sequence,temporal
seq^0.3,somewhat sequence,seq^0.3 = somewhat sequence,temporal
seq^0.4,fairly-light sequence,seq^0.4 = fairly-light sequence,temporal
seq^0.5,moderately sequence,seq^0.5 = moderately sequence,temporal
seq^0.6,quite sequence,seq^0.6 = quite sequence,temporal
seq^0.7,fairly sequence,seq^0.7 = fairly sequence,temporal
seq^0.8,very sequence,seq^0.8 = very sequence,temporal
seq^0.9,extremely sequence,seq^0.9 = extremely sequence,temporal
seq^1.0,absolutely sequence,seq^1.0 = absolutely sequence,temporal
sta:(cha*evo),stability from change-evolution,sta:(cha*evo) = stability from change-evolution,temporal
sta\sta,stability\stability,sta\sta = stability\stability,temporal
sta ± cha ± evo ± tra ± dec,complete change spectrum,sta ± cha ± evo ± tra ± dec = complete change spectrum,temporal
sta*old,ancient stability,sta*old = ancient stability,temporal
sta*sta,stability of stability,sta*sta = stability of stability,temporal
sta*tra,stability fused with transformation,sta*tra = stability fused with transformation,temporal
sta*unt,stability fused with until,sta*unt = stability fused with until,temporal
sta*urg,stability fused with urgent,sta*urg = stability fused with urgent,temporal
sta*yet,stability fused with yet,sta*yet = stability fused with yet,temporal
sta@cha@evo@dec@gro,change cycle connected,sta@cha@evo@dec@gro = change cycle connected,temporal
sta^0.1,barely stability,sta^0.1 = barely stability,temporal
sta^0.2,slightly stability,sta^0.2 = slightly stability,temporal
sta^0.3,somewhat stability,sta^0.3 = somewhat stability,temporal
sta^0.4,fairly-light stability,sta^0.4 = fairly-light stability,temporal
sta^0.5,moderately stability,sta^0.5 = moderately stability,temporal
sta^0.6,quite stability,sta^0.6 = quite stability,temporal
sta^0.7,fairly stability,sta^0.7 = fairly stability,temporal
sta^0.8,very stability,sta^0.8 = very stability,temporal
sta^0.9,extremely stability,sta^0.9 = extremely stability,temporal
sta^0.9*cha^0.1,extreme stability with minimal change,sta^0.9*cha^0.1 = extreme stability with minimal change,temporal
sta^1.0,absolutely stability,sta^1.0 = absolutely stability,temporal
tra:(evo*dec),transformation from evolution-decay,tra:(evo*dec) = transformation from evolution-decay,temporal
tra*goo,good transformation,tra*goo = good transformation,temporal
tra*tra,transformation of transformation,tra*tra = transformation of transformation,temporal
tra*unt,transformation fused with until,tra*unt = transformation fused with until,temporal
tra*urg,transformation fused with urgent,tra*urg = transformation fused with urgent,temporal
tra*yet,transformation fused with yet,tra*yet = transformation fused with yet,temporal
tra^0.1,barely transformation,tra^0.1 = barely transformation,temporal
tra^0.2,slightly transformation,tra^0.2 = slightly transformation,temporal
tra^0.3,somewhat transformation,tra^0.3 = somewhat transformation,temporal
tra^0.4,fairly-light transformation,tra^0.4 = fairly-light transformation,temporal
tra^0.5,moderately transformation,tra^0.5 = moderately transformation,temporal
tra^0.6,quite transformation,tra^0.6 = quite transformation,temporal
tra^0.7,fairly transformation,tra^0.7 = fairly transformation,temporal
tra^0.8,very transformation,tra^0.8 = very transformation,temporal
tra^0.9,extremely transformation,tra^0.9 = extremely transformation,temporal
tra^1.0,absolutely transformation,tra^1.0 = absolutely transformation,temporal
unt*urg,until fused with urgent,unt*urg = until fused with urgent,temporal
unt*yet,until fused with yet,unt*yet = until fused with yet,temporal
unt^0.1,barely until,unt^0.1 = barely until,temporal
unt^0.2,slightly until,unt^0.2 = slightly until,temporal
unt^0.3,somewhat until,unt^0.3 = somewhat until,temporal
unt^0.4,fairly-light until,unt^0.4 = fairly-light until,temporal
unt^0.5,moderately until,unt^0.5 = moderately until,temporal
unt^0.6,quite until,unt^0.6 = quite until,temporal
unt^0.7,fairly until,unt^0.7 = fairly until,temporal
unt^0.8,very until,unt^0.8 = very until,temporal
unt^0.9,extremely until,unt^0.9 = extremely until,temporal
unt^1.0,absolutely until,unt^1.0 = absolutely until,temporal
urg*yet,urgent fused with yet,urg*yet = urgent fused with yet,temporal
urg^0.1,barely urgent,urg^0.1 = barely urgent,temporal
urg^0.2,slightly urgent,urg^0.2 = slightly urgent,temporal
urg^0.3,somewhat urgent,urg^0.3 = somewhat urgent,temporal
urg^0.4,fairly-light urgent,urg^0.4 = fairly-light urgent,temporal
urg^0.5,moderately urgent,urg^0.5 = moderately urgent,temporal
urg^0.6,quite urgent,urg^0.6 = quite urgent,temporal
urg^0.7,fairly urgent,urg^0.7 = fairly urgent,temporal
urg^0.8,very urgent,urg^0.8 = very urgent,temporal
urg^0.9,extremely urgent,urg^0.9 = extremely urgent,temporal
urg^0.9*del^0.1,extreme urgency with minimal delay,urg^0.9*del^0.1 = extreme urgency with minimal delay,temporal
urg^1.0,absolutely urgent,urg^1.0 = absolutely urgent,temporal
yet^0.1,barely yet,yet^0.1 = barely yet,temporal
yet^0.2,slightly yet,yet^0.2 = slightly yet,temporal
yet^0.3,somewhat yet,yet^0.3 = somewhat yet,temporal
yet^0.4,fairly-light yet,yet^0.4 = fairly-light yet,temporal
yet^0.5,moderately yet,yet^0.5 = moderately yet,temporal
yet^0.6,quite yet,yet^0.6 = quite yet,temporal
yet^0.7,fairly yet,yet^0.7 = fairly yet,temporal
yet^0.8,very yet,yet^0.8 = very yet,temporal
yet^0.9,extremely yet,yet^0.9 = extremely yet,temporal
yet^1.0,absolutely yet,yet^1.0 = absolutely yet,temporal
